"","name","song","value","album"
"6403","price","Freestyle 4",1,"The Life of Pablo"
"6404","bitch","Highlights",7,"The Life of Pablo"
"6405","freak","Highlights",6,"The Life of Pablo"
"6406","highlight","Highlights",6,"The Life of Pablo"
"6407","mama","Highlights",6,"The Life of Pablo"
"6408","light","Highlights",5,"The Life of Pablo"
"6409","life","Highlights",5,"The Life of Pablo"
"6410","lord","Highlights",4,"The Life of Pablo"
"6411","one","Highlights",4,"The Life of Pablo"
"6412","baby","Highlights",3,"The Life of Pablo"
"6413","town","Highlights",3,"The Life of Pablo"
"6414","n****","Highlights",3,"The Life of Pablo"
"6415","i'ma","Highlights",3,"The Life of Pablo"
"6416","marathon","Highlights",2,"The Life of Pablo"
"6417","s***","Highlights",2,"The Life of Pablo"
"6418","god","Highlights",2,"The Life of Pablo"
"6419","diddy s***","Highlights",1,"The Life of Pablo"
"6420","dick","Highlights",1,"The Life of Pablo"
"6421","hah","Highlights",1,"The Life of Pablo"
"6422","problem","Highlights",1,"The Life of Pablo"
"6423","action","Highlights",1,"The Life of Pablo"
"6424","friend","Highlights",1,"The Life of Pablo"
"6425","girl","Highlights",1,"The Life of Pablo"
"6426","trainer","Highlights",1,"The Life of Pablo"
"6427","ray j","Highlights",1,"The Life of Pablo"
"6428","slo-mo","Highlights",1,"The Life of Pablo"
"6429","two","Highlights",1,"The Life of Pablo"
"6430","everybody","Highlights",1,"The Life of Pablo"
"6431","islam","Highlights",1,"The Life of Pablo"
"6432","r&b n****","Highlights",1,"The Life of Pablo"
"6433","city","Highlights",1,"The Life of Pablo"
"6434","idiot","Highlights",1,"The Life of Pablo"
"6435","walkin","Highlights",1,"The Life of Pablo"
"6436","fruit","Highlights",1,"The Life of Pablo"
"6437","advice","Highlights",1,"The Life of Pablo"
"6438","son","Highlights",1,"The Life of Pablo"
"6439","jackson","Highlights",1,"The Life of Pablo"
"6440","n****","Highlights",1,"The Life of Pablo"
"6441","weight","Highlights",1,"The Life of Pablo"
"6442","superstar family","Highlights",1,"The Life of Pablo"
"6443","time","Highlights",1,"The Life of Pablo"
"6444","christian","Highlights",1,"The Life of Pablo"
"6445","vacay","Highlights",1,"The Life of Pablo"
"6446","trenche","Highlights",1,"The Life of Pablo"
"6447","bos","Highlights",1,"The Life of Pablo"
"6448","video","Highlights",1,"The Life of Pablo"
"6449","six","Highlights",1,"The Life of Pablo"
"6450","check","Highlights",1,"The Life of Pablo"
"6451","farrakhan","Highlights",1,"The Life of Pablo"
"6452","paradigm","Highlights",1,"The Life of Pablo"
"6453","pack","Highlights",1,"The Life of Pablo"
"6454","bridget","Highlights",1,"The Life of Pablo"
"6455","grammy","Highlights",1,"The Life of Pablo"
"6456","coach","Highlights",1,"The Life of Pablo"
"6457","yeezu","Highlights",1,"The Life of Pablo"
"6458","christians.","Highlights",1,"The Life of Pablo"
"6459","head","Highlights",1,"The Life of Pablo"
"6460","life","Low Lights",3,"The Life of Pablo"
"6461","tear","Low Lights",2,"The Life of Pablo"
"6462","matter","Low Lights",2,"The Life of Pablo"
"6463","much","Low Lights",1,"The Life of Pablo"
"6464","lord","Low Lights",1,"The Life of Pablo"
"6465","hand","Low Lights",1,"The Life of Pablo"
"6466","name","Low Lights",1,"The Life of Pablo"
"6467","door","Low Lights",1,"The Life of Pablo"
"6468","bone","Low Lights",1,"The Life of Pablo"
"6469","soul","Low Lights",1,"The Life of Pablo"
"6470","testimony","Low Lights",1,"The Life of Pablo"
"6471","sky","Low Lights",1,"The Life of Pablo"
"6472","anybody","Low Lights",1,"The Life of Pablo"
"6473","middle","Low Lights",1,"The Life of Pablo"
"6474","heart","Low Lights",1,"The Life of Pablo"
"6475","joy","Low Lights",1,"The Life of Pablo"
"6476","me.","Low Lights",1,"The Life of Pablo"
"6477","arm","Low Lights",1,"The Life of Pablo"
"6478","body","Low Lights",1,"The Life of Pablo"
"6479","new","Feedback",4,"The Life of Pablo"
"6480","cop","Feedback",4,"The Life of Pablo"
"6481","mind","Feedback",4,"The Life of Pablo"
"6482","n****","Feedback",4,"The Life of Pablo"
"6483","snooze","Feedback",4,"The Life of Pablo"
"6484","paper","Feedback",4,"The Life of Pablo"
"6485","jet","Feedback",2,"The Life of Pablo"
"6486","man","Feedback",2,"The Life of Pablo"
"6487","fur","Feedback",2,"The Life of Pablo"
"6488","south sider","Feedback",2,"The Life of Pablo"
"6489","chicago","Feedback",2,"The Life of Pablo"
"6490","money low","Feedback",2,"The Life of Pablo"
"6491","pac","Feedback",2,"The Life of Pablo"
"6492","geniu","Feedback",1,"The Life of Pablo"
"6493","steve austin","Feedback",1,"The Life of Pablo"
"6494","bout","Feedback",1,"The Life of Pablo"
"6495","cause","Feedback",1,"The Life of Pablo"
"6496","steve job","Feedback",1,"The Life of Pablo"
"6497","rodman","Feedback",1,"The Life of Pablo"
"6498","fabric store","Feedback",1,"The Life of Pablo"
"6499","cotton","Feedback",1,"The Life of Pablo"
"6500","costume","Feedback",1,"The Life of Pablo"
"6501","booty bitch","Feedback",1,"The Life of Pablo"
"6502","one","Feedback",1,"The Life of Pablo"
"6503","jordan","Feedback",1,"The Life of Pablo"
"6504","motto","Feedback",1,"The Life of Pablo"
"6505","car","Feedback",1,"The Life of Pablo"
"6506","problem","Feedback",1,"The Life of Pablo"
"6507","something","Feedback",1,"The Life of Pablo"
"6508","boy","Feedback",1,"The Life of Pablo"
"6509","peta","Feedback",1,"The Life of Pablo"
"6510","slave","Feedback",1,"The Life of Pablo"
"6511","father","Feedback",1,"The Life of Pablo"
"6512","possum","Feedback",1,"The Life of Pablo"
"6513","jacket","Feedback",1,"The Life of Pablo"
"6514","gossiping","Feedback",1,"The Life of Pablo"
"6515","rottweiler","Feedback",1,"The Life of Pablo"
"6516","urrr","Feedback",1,"The Life of Pablo"
"6517","ghetto","Feedback",1,"The Life of Pablo"
"6518","pablo","Feedback",1,"The Life of Pablo"
"6519","fame","Feedback",1,"The Life of Pablo"
"6520","everybody","Feedback",1,"The Life of Pablo"
"6521","rolie","Feedback",1,"The Life of Pablo"
"6522","gotham","Feedback",1,"The Life of Pablo"
"6523","money","Feedback",1,"The Life of Pablo"
"6524","people","Feedback",1,"The Life of Pablo"
"6525","fashion show","Feedback",1,"The Life of Pablo"
"6526","blogger","Feedback",1,"The Life of Pablo"
"6527","ey 'ey 'ey","Famous",12,"The Life of Pablo"
"6528","ey 'ey 'ey 'ey 'ey","Famous",4,"The Life of Pablo"
"6529","bam bam","Famous",4,"The Life of Pablo"
"6530","air","Famous",3,"The Life of Pablo"
"6531","bam","Famous",3,"The Life of Pablo"
"6532","kin","Famous",2,"The Life of Pablo"
"6533","thing","Famous",2,"The Life of Pablo"
"6534","best","Famous",2,"The Life of Pablo"
"6535","one","Famous",2,"The Life of Pablo"
"6536","man","Famous",2,"The Life of Pablo"
"6537","start","Famous",2,"The Life of Pablo"
"6538","bitch","Famous",2,"The Life of Pablo"
"6539","vibe","Famous",1,"The Life of Pablo"
"6540","swizz","Famous",1,"The Life of Pablo"
"6541","lighter","Famous",1,"The Life of Pablo"
"6542","mother f***er","Famous",1,"The Life of Pablo"
"6543","matter","Famous",1,"The Life of Pablo"
"6544","left","Famous",1,"The Life of Pablo"
"6545","southside n****","Famous",1,"The Life of Pablo"
"6546","sex","Famous",1,"The Life of Pablo"
"6547","kanye west","Famous",1,"The Life of Pablo"
"6548","school","Famous",1,"The Life of Pablo"
"6549","coastin","Famous",1,"The Life of Pablo"
"6550","debt","Famous",1,"The Life of Pablo"
"6551","bam.","Famous",1,"The Life of Pablo"
"6552","real estate agent","Famous",1,"The Life of Pablo"
"6553","right","Famous",1,"The Life of Pablo"
"6554","jet","Famous",1,"The Life of Pablo"
"6555","dick","Famous",1,"The Life of Pablo"
"6556","finger","Famous",1,"The Life of Pablo"
"6557","girl","Famous",1,"The Life of Pablo"
"6558","sun","Famous",1,"The Life of Pablo"
"6559","motherf***er","Famous",1,"The Life of Pablo"
"6560","puerto rican day parade","Famous",1,"The Life of Pablo"
"6561","store","Famous",1,"The Life of Pablo"
"6562","benz marina del rey","Famous",1,"The Life of Pablo"
"6563","car payment","Famous",1,"The Life of Pablo"
"6564","kanye","Famous",1,"The Life of Pablo"
"6565","sky","Famous",1,"The Life of Pablo"
"6566","street","Famous",1,"The Life of Pablo"
"6567","girl","Famous",1,"The Life of Pablo"
"6568","taylor","Famous",1,"The Life of Pablo"
"6569","eye","Famous",1,"The Life of Pablo"
"6570","rock","Famous",1,"The Life of Pablo"
"6571","everybody","Famous",1,"The Life of Pablo"
"6572","stack","Pt. 2",4,"The Life of Pablo"
"6573","s***","Pt. 2",4,"The Life of Pablo"
"6574","phantom","Pt. 2",3,"The Life of Pablo"
"6575","stuff","Pt. 2",2,"The Life of Pablo"
"6576","panda","Pt. 2",2,"The Life of Pablo"
"6577","atlanta","Pt. 2",2,"The Life of Pablo"
"6578","broad","Pt. 2",2,"The Life of Pablo"
"6579","member","Pt. 2",2,"The Life of Pablo"
"6580","scammer","Pt. 2",2,"The Life of Pablo"
"6581","fanta","Pt. 2",2,"The Life of Pablo"
"6582","dope","Pt. 2",2,"The Life of Pablo"
"6583","credit card","Pt. 2",2,"The Life of Pablo"
"6584","macho","Pt. 2",1,"The Life of Pablo"
"6585","stacks pop","Pt. 2",1,"The Life of Pablo"
"6586","versace","Pt. 2",1,"The Life of Pablo"
"6587","town","Pt. 2",1,"The Life of Pablo"
"6588","i�m montana","Pt. 2",1,"The Life of Pablo"
"6589","camera","Pt. 2",1,"The Life of Pablo"
"6590","whip","Pt. 2",1,"The Life of Pablo"
"6591","father","Pt. 2",1,"The Life of Pablo"
"6592","s*** life desiigner","Pt. 2",1,"The Life of Pablo"
"6593","problem","Pt. 2",1,"The Life of Pablo"
"6594","bitch n****","Pt. 2",1,"The Life of Pablo"
"6595","help","Pt. 2",1,"The Life of Pablo"
"6596","cash","Pt. 2",1,"The Life of Pablo"
"6597","market","Pt. 2",1,"The Life of Pablo"
"6598","ship","Pt. 2",1,"The Life of Pablo"
"6599","candy","Pt. 2",1,"The Life of Pablo"
"6600","control","Pt. 2",1,"The Life of Pablo"
"6601","choppa","Pt. 2",1,"The Life of Pablo"
"6602","people","Pt. 2",1,"The Life of Pablo"
"6603","soul","Pt. 2",1,"The Life of Pablo"
"6604","jaw","Pt. 2",1,"The Life of Pablo"
"6605","hollywood","Pt. 2",1,"The Life of Pablo"
"6606","oscar","Pt. 2",1,"The Life of Pablo"
"6607","randy","Pt. 2",1,"The Life of Pablo"
"6608","bando","Pt. 2",1,"The Life of Pablo"
"6609","panty","Pt. 2",1,"The Life of Pablo"
"6610","hand","Pt. 2",1,"The Life of Pablo"
"6611","sippin","Pt. 2",1,"The Life of Pablo"
"6612","bugatti","Pt. 2",1,"The Life of Pablo"
"6613","lick","Pt. 2",1,"The Life of Pablo"
"6614","plenty","Pt. 2",1,"The Life of Pablo"
"6615","grammy","Pt. 2",1,"The Life of Pablo"
"6616","pocket","Pt. 2",1,"The Life of Pablo"
"6617","bunch","Pt. 2",1,"The Life of Pablo"
"6618","bar","Pt. 2",1,"The Life of Pablo"
"6619","road","Pt. 2",1,"The Life of Pablo"
"6620","momma pas","Pt. 2",1,"The Life of Pablo"
"6621","hammer","Pt. 2",1,"The Life of Pablo"
"6622","killer","Pt. 2",1,"The Life of Pablo"
"6623","power","Father Strech My Hands, Pt. 1",8,"The Life of Pablo"
"6624","morning babe","Father Strech My Hands, Pt. 1",4,"The Life of Pablo"
"6625","nothing","Father Strech My Hands, Pt. 1",4,"The Life of Pablo"
"6626","skin","Father Strech My Hands, Pt. 1",2,"The Life of Pablo"
"6627","ooooooo","Father Strech My Hands, Pt. 1",2,"The Life of Pablo"
"6628","t-shirt","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6629","everybody","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6630","somethin","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6631","bleach","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6632","help","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6633","metro","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6634","asshole","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6635","i'ma","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6636","model","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6637","asshole.","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6638","tribeca","Father Strech My Hands, Pt. 1",1,"The Life of Pablo"
"6639","god dream","Ultralight Beam",9,"The Life of Pablo"
"6640","everything","Ultralight Beam",7,"The Life of Pablo"
"6641","beam","Ultralight Beam",6,"The Life of Pablo"
"6642","light","Ultralight Beam",5,"The Life of Pablo"
"6643","faith","Ultralight Beam",5,"The Life of Pablo"
"6644","lord","Ultralight Beam",4,"The Life of Pablo"
"6645","more","Ultralight Beam",3,"The Life of Pablo"
"6646","part","Ultralight Beam",3,"The Life of Pablo"
"6647","cause","Ultralight Beam",3,"The Life of Pablo"
"6648","jesus","Ultralight Beam",2,"The Life of Pablo"
"6649","house","Ultralight Beam",2,"The Life of Pablo"
"6650","holy war","Ultralight Beam",2,"The Life of Pablo"
"6651","nobody","Ultralight Beam",2,"The Life of Pablo"
"6652","prayer","Ultralight Beam",2,"The Life of Pablo"
"6653","devil","Ultralight Beam",2,"The Life of Pablo"
"6654","i'ma","Ultralight Beam",2,"The Life of Pablo"
"6655","god","Ultralight Beam",2,"The Life of Pablo"
"6656","everyone","Ultralight Beam",2,"The Life of Pablo"
"6657","somewhere","Ultralight Beam",2,"The Life of Pablo"
"6658","satan","Ultralight Beam",2,"The Life of Pablo"
"6659","one","Ultralight Beam",2,"The Life of Pablo"
"6660","pain","Ultralight Beam",1,"The Life of Pablo"
"6661","war","Ultralight Beam",1,"The Life of Pablo"
"6662","demon","Ultralight Beam",1,"The Life of Pablo"
"6663","script","Ultralight Beam",1,"The Life of Pablo"
"6664","familia","Ultralight Beam",1,"The Life of Pablo"
"6665","parent","Ultralight Beam",1,"The Life of Pablo"
"6666","choir","Ultralight Beam",1,"The Life of Pablo"
"6667","head","Ultralight Beam",1,"The Life of Pablo"
"6668","tubman","Ultralight Beam",1,"The Life of Pablo"
"6669","hell","Ultralight Beam",1,"The Life of Pablo"
"6670","mine","Ultralight Beam",1,"The Life of Pablo"
"6671","wap","Ultralight Beam",1,"The Life of Pablo"
"6672","wrong","Ultralight Beam",1,"The Life of Pablo"
"6673","chatham","Ultralight Beam",1,"The Life of Pablo"
"6674","no one","Ultralight Beam",1,"The Life of Pablo"
"6675","oppression","Ultralight Beam",1,"The Life of Pablo"
"6676","sia","Ultralight Beam",1,"The Life of Pablo"
"6677","way","Ultralight Beam",1,"The Life of Pablo"
"6678","daughter","Ultralight Beam",1,"The Life of Pablo"
"6679","time","Ultralight Beam",1,"The Life of Pablo"
"6680","judge","Ultralight Beam",1,"The Life of Pablo"
"6681","foot","Ultralight Beam",1,"The Life of Pablo"
"6682","lil","Ultralight Beam",1,"The Life of Pablo"
"6683","end","Ultralight Beam",1,"The Life of Pablo"
"6684","chance","Ultralight Beam",1,"The Life of Pablo"
"6685","pari","Ultralight Beam",1,"The Life of Pablo"
"6686","fun","Ultralight Beam",1,"The Life of Pablo"
"6687","peace","Ultralight Beam",1,"The Life of Pablo"
"6688","spirit","Ultralight Beam",1,"The Life of Pablo"
"6689","rainbow","Ultralight Beam",1,"The Life of Pablo"
"6690","candy","Ultralight Beam",1,"The Life of Pablo"
"6691","neck","Ultralight Beam",1,"The Life of Pablo"
"6692","kanye west","Ultralight Beam",1,"The Life of Pablo"
"6693","zambia","Ultralight Beam",1,"The Life of Pablo"
"6694","grammy","Ultralight Beam",1,"The Life of Pablo"
"6695","care","Ultralight Beam",1,"The Life of Pablo"
"6696","anteater","Ultralight Beam",1,"The Life of Pablo"
"6697","friend","Ultralight Beam",1,"The Life of Pablo"
"6698","family","Ultralight Beam",1,"The Life of Pablo"
"6699","pam","Ultralight Beam",1,"The Life of Pablo"
"6700","pillar","Ultralight Beam",1,"The Life of Pablo"
"6701","home","Ultralight Beam",1,"The Life of Pablo"
"6702","intro","Ultralight Beam",1,"The Life of Pablo"
"6703","arthur","Ultralight Beam",1,"The Life of Pablo"
"6704","trail","Ultralight Beam",1,"The Life of Pablo"
"6705","bam","Ultralight Beam",1,"The Life of Pablo"
"6706","question","Ultralight Beam",1,"The Life of Pablo"
"6707","father","Ultralight Beam",1,"The Life of Pablo"
"6708","wesley","Ultralight Beam",1,"The Life of Pablo"
"6709","n****","Ultralight Beam",1,"The Life of Pablo"
"6710","child","Ultralight Beam",1,"The Life of Pablo"
"6711","salt","Ultralight Beam",1,"The Life of Pablo"
"6712","weak.","Ultralight Beam",1,"The Life of Pablo"
"6713","chano","Ultralight Beam",1,"The Life of Pablo"
"6714","blessing","Ultralight Beam",1,"The Life of Pablo"
"6715","name","Ultralight Beam",1,"The Life of Pablo"
"6716","devil","Ultralight Beam",1,"The Life of Pablo"
"6717","glory","Ultralight Beam",1,"The Life of Pablo"
"6718","serenity","Ultralight Beam",1,"The Life of Pablo"
"6719","ass job","Ultralight Beam",1,"The Life of Pablo"
"6720","everybody","Ultralight Beam",1,"The Life of Pablo"
"6721","underground","Ultralight Beam",1,"The Life of Pablo"
"6722","braille","Ultralight Beam",1,"The Life of Pablo"
"6723","photo","Ultralight Beam",1,"The Life of Pablo"
"6724","pangaea","Ultralight Beam",1,"The Life of Pablo"
"6725","three","Ultralight Beam",1,"The Life of Pablo"
"6726","bar","Ultralight Beam",1,"The Life of Pablo"
"6727","ass","Ultralight Beam",1,"The Life of Pablo"
"6728","lyric","Ultralight Beam",1,"The Life of Pablo"
"6729","raincoat","Ultralight Beam",1,"The Life of Pablo"
"6730","strength","Ultralight Beam",1,"The Life of Pablo"
"6731","kanye","I Love Kanye",22,"The Life of Pablo"
"6732","soul","I Love Kanye",1,"The Life of Pablo"
"6733","beat","I Love Kanye",1,"The Life of Pablo"
"6734","new","I Love Kanye",1,"The Life of Pablo"
"6735","go kanye","I Love Kanye",1,"The Life of Pablo"
"6736","mood","I Love Kanye",1,"The Life of Pablo"
"6737","pink polo","I Love Kanye",1,"The Life of Pablo"
"6738","man","I Love Kanye",1,"The Life of Pablo"
"6739","kanyes.","I Love Kanye",1,"The Life of Pablo"
"6740","kanye","I Love Kanye",1,"The Life of Pablo"
"6741","goal","I Love Kanye",1,"The Life of Pablo"
"6742","song","I Love Kanye",1,"The Life of Pablo"
"6743","girl","No Mistakes",10,"ye"
"6744","mistake","No Mistakes",10,"ye"
"6745","dog","No Mistakes",2,"ye"
"6746","truth","No Mistakes",1,"ye"
"6747","debt","No Mistakes",1,"ye"
"6748","bitch","No Mistakes",1,"ye"
"6749","glove","No Mistakes",1,"ye"
"6750","wrong","No Mistakes",1,"ye"
"6751","soul","No Mistakes",1,"ye"
"6752","two","No Mistakes",1,"ye"
"6753","name","No Mistakes",1,"ye"
"6754","skin","No Mistakes",1,"ye"
"6755","beard","No Mistakes",1,"ye"
"6756","high school","No Mistakes",1,"ye"
"6757","club","No Mistakes",1,"ye"
"6758","top","No Mistakes",1,"ye"
"6759","snub","No Mistakes",1,"ye"
"6760","ice cube","No Mistakes",1,"ye"
"6761","love","No Mistakes",1,"ye"
"6762","book","No Mistakes",1,"ye"
"6763","dirt","No Mistakes",1,"ye"
"6764","cub","No Mistakes",1,"ye"
"6765","snipe","No Mistakes",1,"ye"
"6766","people","No Mistakes",1,"ye"
"6767","advice","No Mistakes",1,"ye"
"6768","sun","No Mistakes",1,"ye"
"6769","n****","Violent Crimes",15,"ye"
"6770","all","Violent Crimes",6,"ye"
"6771","monster","Violent Crimes",4,"ye"
"6772","daughter","Violent Crimes",4,"ye"
"6773","color","Violent Crimes",4,"ye"
"6774","night","Violent Crimes",3,"ye"
"6775","player","Violent Crimes",3,"ye"
"6776","ass","Violent Crimes",3,"ye"
"6777","nicki","Violent Crimes",3,"ye"
"6778","heroe","Violent Crimes",2,"ye"
"6779","monster","Violent Crimes",2,"ye"
"6780","wildest","Violent Crimes",2,"ye"
"6781","hurry","Violent Crimes",2,"ye"
"6782","part","Violent Crimes",2,"ye"
"6783","somethin","Violent Crimes",2,"ye"
"6784","ménage","Violent Crimes",2,"ye"
"6785","story","Violent Crimes",2,"ye"
"6786","n****","Violent Crimes",2,"ye"
"6787","glory","Violent Crimes",2,"ye"
"6788","reality","Violent Crimes",2,"ye"
"6789","mom","Violent Crimes",2,"ye"
"6790","lie","Violent Crimes",2,"ye"
"6791","colors drippin","Violent Crimes",2,"ye"
"6792","plottin","Violent Crimes",1,"ye"
"6793","pajama","Violent Crimes",1,"ye"
"6794","perv","Violent Crimes",1,"ye"
"6795","matter fact","Violent Crimes",1,"ye"
"6796","cause","Violent Crimes",1,"ye"
"6797","daughter","Violent Crimes",1,"ye"
"6798","yoga","Violent Crimes",1,"ye"
"6799","devil","Violent Crimes",1,"ye"
"6800","silence","Violent Crimes",1,"ye"
"6801","mine.","Violent Crimes",1,"ye"
"6802","door","Violent Crimes",1,"ye"
"6803","body","Violent Crimes",1,"ye"
"6804","blood","Violent Crimes",1,"ye"
"6805","reminder","Violent Crimes",1,"ye"
"6806","hangin","Violent Crimes",1,"ye"
"6807","father","Violent Crimes",1,"ye"
"6808","i'ma","Violent Crimes",1,"ye"
"6809","marlon","Violent Crimes",1,"ye"
"6810","will smith","Violent Crimes",1,"ye"
"6811","sleep","Violent Crimes",1,"ye"
"6812","daddy","Violent Crimes",1,"ye"
"6813","glass","Violent Crimes",1,"ye"
"6814","martin","Violent Crimes",1,"ye"
"6815","karate","Violent Crimes",1,"ye"
"6816","college","Violent Crimes",1,"ye"
"6817","baby","Violent Crimes",1,"ye"
"6818","schemin","Violent Crimes",1,"ye"
"6819","mommy","Violent Crimes",1,"ye"
"6820","curve","Violent Crimes",1,"ye"
"6821","death","Violent Crimes",1,"ye"
"6822","karma","Violent Crimes",1,"ye"
"6823","charge","Violent Crimes",1,"ye"
"6824","reason","Violent Crimes",1,"ye"
"6825","problem","Violent Crimes",1,"ye"
"6826","net","Violent Crimes",1,"ye"
"6827","pilate","Violent Crimes",1,"ye"
"6828","scar","Violent Crimes",1,"ye"
"6829","clas","Violent Crimes",1,"ye"
"6830","sin","Violent Crimes",1,"ye"
"6831","danger","Violent Crimes",1,"ye"
"6832","friend","Violent Crimes",1,"ye"
"6833","focker","Violent Crimes",1,"ye"
"6834","altar'cause","Violent Crimes",1,"ye"
"6835","comment","Violent Crimes",1,"ye"
"6836","piano","Violent Crimes",1,"ye"
"6837","women","Violent Crimes",1,"ye"
"6838","nothing","Ghost Town (Ft. PARTYNEXTDOOR)",5,"ye"
"6839","hand","Ghost Town (Ft. PARTYNEXTDOOR)",4,"ye"
"6840","kid","Ghost Town (Ft. PARTYNEXTDOOR)",4,"ye"
"6841","stove","Ghost Town (Ft. PARTYNEXTDOOR)",4,"ye"
"6842","everything","Ghost Town (Ft. PARTYNEXTDOOR)",4,"ye"
"6843","way","Ghost Town (Ft. PARTYNEXTDOOR)",4,"ye"
"6844","two","Ghost Town (Ft. PARTYNEXTDOOR)",2,"ye"
"6845","yeah.","Ghost Town (Ft. PARTYNEXTDOOR)",2,"ye"
"6846","everybody","Ghost Town (Ft. PARTYNEXTDOOR)",2,"ye"
"6847","five","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6848","god","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6849","shine","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6850","red dot","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6851","four","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6852","mind","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6853","mhm-mhm","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6854","marijuana","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6855","drama","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6856","pack","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6857","baby","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6858","half-truth","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6859","three","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6860","crown","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6861","fentanyl","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6862","mind","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6863","song","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6864","child","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6865","space","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6866","one","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6867","wine","Ghost Town (Ft. PARTYNEXTDOOR)",1,"ye"
"6868","n****","I Thought About Killing You",5,"ye"
"6869","premeditated murder","I Thought About Killing You",4,"ye"
"6870","thought","I Thought About Killing You",3,"ye"
"6871","people","I Thought About Killing You",2,"ye"
"6872","i'ma","I Thought About Killing You",2,"ye"
"6873","coke","I Thought About Killing You",2,"ye"
"6874","name","I Thought About Killing You",2,"ye"
"6875","case","I Thought About Killing You",2,"ye"
"6876","thing","I Thought About Killing You",2,"ye"
"6877","darkest","I Thought About Killing You",2,"ye"
"6878","best","I Thought About Killing You",1,"ye"
"6879","rule","I Thought About Killing You",1,"ye"
"6880","frito-lay","I Thought About Killing You",1,"ye"
"6881","prra-pa-pa-pum","I Thought About Killing You",1,"ye"
"6882","way","I Thought About Killing You",1,"ye"
"6883","floor","I Thought About Killing You",1,"ye"
"6884","trait","I Thought About Killing You",1,"ye"
"6885","fade","I Thought About Killing You",1,"ye"
"6886","pin","I Thought About Killing You",1,"ye"
"6887","muslim","I Thought About Killing You",1,"ye"
"6888","lung","I Thought About Killing You",1,"ye"
"6889","o-tay","I Thought About Killing You",1,"ye"
"6890","somebody","I Thought About Killing You",1,"ye"
"6891","rum","I Thought About Killing You",1,"ye"
"6892","no one","I Thought About Killing You",1,"ye"
"6893","one","I Thought About Killing You",1,"ye"
"6894","none","I Thought About Killing You",1,"ye"
"6895","cache","I Thought About Killing You",1,"ye"
"6896","bout","I Thought About Killing You",1,"ye"
"6897","ashtray","I Thought About Killing You",1,"ye"
"6898","wave cap","I Thought About Killing You",1,"ye"
"6899","braid","I Thought About Killing You",1,"ye"
"6900","homie","I Thought About Killing You",1,"ye"
"6901","tooth","I Thought About Killing You",1,"ye"
"6902","nuke","I Thought About Killing You",1,"ye"
"6903","part","I Thought About Killing You",1,"ye"
"6904","s***","I Thought About Killing You",1,"ye"
"6905","ape","I Thought About Killing You",1,"ye"
"6906","cousin","I Thought About Killing You",1,"ye"
"6907","option","I Thought About Killing You",1,"ye"
"6908","type","I Thought About Killing You",1,"ye"
"6909","slave","I Thought About Killing You",1,"ye"
"6910","tone","I Thought About Killing You",1,"ye"
"6911","drum","I Thought About Killing You",1,"ye"
"6912","fire marshal bill","I Thought About Killing You",1,"ye"
"6913","tongue","I Thought About Killing You",1,"ye"
"6914","mouth","I Thought About Killing You",1,"ye"
"6915","hate","I Thought About Killing You",1,"ye"
"6916","theme","I Thought About Killing You",1,"ye"
"6917","nothing","I Thought About Killing You",1,"ye"
"6918","table","I Thought About Killing You",1,"ye"
"6919","doan****","I Thought About Killing You",1,"ye"
"6920","sun","I Thought About Killing You",1,"ye"
"6921","baywe","I Thought About Killing You",1,"ye"
"6922","n**** s***","I Thought About Killing You",1,"ye"
"6923","shade","I Thought About Killing You",1,"ye"
