"","name","song","value","album"
"4395","bout","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4396","fire","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4397","yeezy","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4398","murcielago","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4399","soul","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4400","heiress.","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4401","truest","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4402","page","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4403","air","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4404","mall","Dark Fantasy",1,"My Beautiful Dark Twisted Fantasy"
"4405","rza","New Day",4,"Watch the Throne"
"4406","people","New Day",3,"Watch the Throne"
"4407","life","New Day",3,"Watch the Throne"
"4408","love","New Day",2,"Watch the Throne"
"4409","world","New Day",1,"Watch the Throne"
"4410","barber","New Day",1,"Watch the Throne"
"4411","time","New Day",1,"Watch the Throne"
"4412","way","New Day",1,"Watch the Throne"
"4413","half","New Day",1,"Watch the Throne"
"4414","eye","New Day",1,"Watch the Throne"
"4415","everyone","New Day",1,"Watch the Throne"
"4416","pressure","New Day",1,"Watch the Throne"
"4417","path","New Day",1,"Watch the Throne"
"4418","word","New Day",1,"Watch the Throne"
"4419","value","New Day",1,"Watch the Throne"
"4420","charter","New Day",1,"Watch the Throne"
"4421","groupie","New Day",1,"Watch the Throne"
"4422","ten","New Day",1,"Watch the Throne"
"4423","son","New Day",1,"Watch the Throne"
"4424","job","New Day",1,"Watch the Throne"
"4425","place","New Day",1,"Watch the Throne"
"4426","man","New Day",1,"Watch the Throne"
"4427","college girlfriend","New Day",1,"Watch the Throne"
"4428","daddy","New Day",1,"Watch the Throne"
"4429","strip club","New Day",1,"Watch the Throne"
"4430","paparazzi","New Day",1,"Watch the Throne"
"4431","father","New Day",1,"Watch the Throne"
"4432","bar mitzvah","New Day",1,"Watch the Throne"
"4433","truth","New Day",1,"Watch the Throne"
"4434","ego.","New Day",1,"Watch the Throne"
"4435","someone","New Day",1,"Watch the Throne"
"4436","everybody","New Day",1,"Watch the Throne"
"4437","bondin","New Day",1,"Watch the Throne"
"4438","mama tweakin","New Day",1,"Watch the Throne"
"4439","s***","New Day",1,"Watch the Throne"
"4440","sin","New Day",1,"Watch the Throne"
"4441","dad","New Day",1,"Watch the Throne"
"4442","mogul talk","New Day",1,"Watch the Throne"
"4443","drink","New Day",1,"Watch the Throne"
"4444","telethon","New Day",1,"Watch the Throne"
"4445","whirlwind.","New Day",1,"Watch the Throne"
"4446","junior","New Day",1,"Watch the Throne"
"4447","mom","New Day",1,"Watch the Throne"
"4448","n****","Why I Love You",6,"Watch the Throne"
"4449","love","Why I Love You",4,"Watch the Throne"
"4450","burning","Why I Love You",3,"Watch the Throne"
"4451","s***","Why I Love You",2,"Watch the Throne"
"4452","reason","Why I Love You",1,"Watch the Throne"
"4453","beef","Why I Love You",1,"Watch the Throne"
"4454","something","Why I Love You",1,"Watch the Throne"
"4455","royalty","Why I Love You",1,"Watch the Throne"
"4456","glass house","Why I Love You",1,"Watch the Throne"
"4457","uniform","Why I Love You",1,"Watch the Throne"
"4458","brother�s keeper","Why I Love You",1,"Watch the Throne"
"4459","people","Why I Love You",1,"Watch the Throne"
"4460","assassin","Why I Love You",1,"Watch the Throne"
"4461","truth","Why I Love You",1,"Watch the Throne"
"4462","stone","Why I Love You",1,"Watch the Throne"
"4463","square","Why I Love You",1,"Watch the Throne"
"4464","key","Why I Love You",1,"Watch the Throne"
"4465","blast","Why I Love You",1,"Watch the Throne"
"4466","more","Why I Love You",1,"Watch the Throne"
"4467","bussin","Why I Love You",1,"Watch the Throne"
"4468","death","Why I Love You",1,"Watch the Throne"
"4469","game","Why I Love You",1,"Watch the Throne"
"4470","caesar","Why I Love You",1,"Watch the Throne"
"4471","jet","Why I Love You",1,"Watch the Throne"
"4472","throne","Why I Love You",1,"Watch the Throne"
"4473","blood","Why I Love You",1,"Watch the Throne"
"4474","boy","Why I Love You",1,"Watch the Throne"
"4475","sky","Why I Love You",1,"Watch the Throne"
"4476","castle","Why I Love You",1,"Watch the Throne"
"4477","picture","Why I Love You",1,"Watch the Throne"
"4478","lord","Why I Love You",1,"Watch the Throne"
"4479","soldier","Why I Love You",1,"Watch the Throne"
"4480","king","Why I Love You",1,"Watch the Throne"
"4481","circle","Why I Love You",1,"Watch the Throne"
"4482","bullet proof","Why I Love You",1,"Watch the Throne"
"4483","rewardin","Why I Love You",1,"Watch the Throne"
"4484","body armor","Why I Love You",1,"Watch the Throne"
"4485","all","Why I Love You",1,"Watch the Throne"
"4486","money","Why I Love You",1,"Watch the Throne"
"4487","wall","Why I Love You",1,"Watch the Throne"
"4488","bitch","Why I Love You",1,"Watch the Throne"
"4489","whatever","Why I Love You",1,"Watch the Throne"
"4490","wasn","Why I Love You",1,"Watch the Throne"
"4491","easter","Why I Love You",1,"Watch the Throne"
"4492","july 4th","Why I Love You",1,"Watch the Throne"
"4493","corner","Why I Love You",1,"Watch the Throne"
"4494","hand","Why I Love You",1,"Watch the Throne"
"4495","heart","Why I Love You",1,"Watch the Throne"
"4496","firework","Why I Love You",1,"Watch the Throne"
"4497","nothin","Why I Love You",1,"Watch the Throne"
"4498","pelican fly","Why I Love You",1,"Watch the Throne"
"4499","rome","Why I Love You",1,"Watch the Throne"
"4500","n****","Why I Love You",1,"Watch the Throne"
"4501","piece","Why I Love You",1,"Watch the Throne"
"4502","pistol","Why I Love You",1,"Watch the Throne"
"4503","ya.","Why I Love You",1,"Watch the Throne"
"4504","grief","Why I Love You",1,"Watch the Throne"
"4505","kings.","Why I Love You",1,"Watch the Throne"
"4506","royaltie","Why I Love You",1,"Watch the Throne"
"4507","pillow","Why I Love You",1,"Watch the Throne"
"4508","baby jesus","Made in America",6,"Watch the Throne"
"4509","martin","Made in America",6,"Watch the Throne"
"4510","malcolm","Made in America",6,"Watch the Throne"
"4511","coretta","Made in America",5,"Watch the Throne"
"4512","queen","Made in America",4,"Watch the Throne"
"4513","father","Made in America",3,"Watch the Throne"
"4514","america","Made in America",3,"Watch the Throne"
"4515","mother mary","Made in America",3,"Watch the Throne"
"4516","jesus","Made in America",3,"Watch the Throne"
"4517","traffic","Made in America",2,"Watch the Throne"
"4518","n****","Made in America",2,"Watch the Throne"
"4519","allegiance","Made in America",2,"Watch the Throne"
"4520","grandma","Made in America",2,"Watch the Throne"
"4521","beat","Made in America",2,"Watch the Throne"
"4522","man","Made in America",1,"Watch the Throne"
"4523","piece","Made in America",1,"Watch the Throne"
"4524","americana","Made in America",1,"Watch the Throne"
"4525","web crashe","Made in America",1,"Watch the Throne"
"4526","banana pudding","Made in America",1,"Watch the Throne"
"4527","santa","Made in America",1,"Watch the Throne"
"4528","street","Made in America",1,"Watch the Throne"
"4529","water","Made in America",1,"Watch the Throne"
"4530","republic","Made in America",1,"Watch the Throne"
"4531","banner","Made in America",1,"Watch the Throne"
"4532","blog","Made in America",1,"Watch the Throne"
"4533","wake nana","Made in America",1,"Watch the Throne"
"4534","apple pie","Made in America",1,"Watch the Throne"
"4535","agua","Made in America",1,"Watch the Throne"
"4536","mama","Made in America",1,"Watch the Throne"
"4537","liberty chopping","Made in America",1,"Watch the Throne"
"4538","arm","Made in America",1,"Watch the Throne"
"4539","ain","Made in America",1,"Watch the Throne"
"4540","manner","Made in America",1,"Watch the Throne"
"4541","papa","Made in America",1,"Watch the Throne"
"4542","scale","Made in America",1,"Watch the Throne"
"4543","supply","Made in America",1,"Watch the Throne"
"4544","smell","Made in America",1,"Watch the Throne"
"4545","kitchen","Made in America",1,"Watch the Throne"
"4546","daughter","Made in America",1,"Watch the Throne"
"4547","scrambler","Made in America",1,"Watch the Throne"
"4548","street justice","Made in America",1,"Watch the Throne"
"4549","fabric","Made in America",1,"Watch the Throne"
"4550","god","Made in America",1,"Watch the Throne"
"4551","school","Made in America",1,"Watch the Throne"
"4552","critic","Made in America",1,"Watch the Throne"
"4553","star","Made in America",1,"Watch the Throne"
"4554","number","Made in America",1,"Watch the Throne"
"4555","a million","Made in America",1,"Watch the Throne"
"4556","order","Made in America",1,"Watch the Throne"
"4557","hummer","Made in America",1,"Watch the Throne"
"4558","hammer","Made in America",1,"Watch the Throne"
"4559","folk","Made in America",1,"Watch the Throne"
"4560","magic","Made in America",1,"Watch the Throne"
"4561","ten","Made in America",1,"Watch the Throne"
"4562","south park","Made in America",1,"Watch the Throne"
"4563","fashion show mothaf***a","Made in America",1,"Watch the Throne"
"4564","hit","Made in America",1,"Watch the Throne"
"4565","i.d.","Made in America",1,"Watch the Throne"
"4566","nation","Made in America",1,"Watch the Throne"
"4567","murder","Murder to Excellence",17,"Watch the Throne"
"4568","paper","Murder to Excellence",5,"Watch the Throne"
"4569","excellence","Murder to Excellence",3,"Watch the Throne"
"4570","n****","Murder to Excellence",3,"Watch the Throne"
"4571","school","Murder to Excellence",2,"Watch the Throne"
"4572","key","Murder to Excellence",2,"Watch the Throne"
"4573","new","Murder to Excellence",2,"Watch the Throne"
"4574","succ","Murder to Excellence",2,"Watch the Throne"
"4575","genocide","Murder to Excellence",2,"Watch the Throne"
"4576","all","Murder to Excellence",2,"Watch the Throne"
"4577","domino","Murder to Excellence",2,"Watch the Throne"
"4578","church","Murder to Excellence",2,"Watch the Throne"
"4579","religion","Murder to Excellence",2,"Watch the Throne"
"4580","nowhere","Murder to Excellence",2,"Watch the Throne"
"4581","thing","Murder to Excellence",2,"Watch the Throne"
"4582","guy","Murder to Excellence",2,"Watch the Throne"
"4583","black tie","Murder to Excellence",2,"Watch the Throne"
"4584","shoe","Murder to Excellence",1,"Watch the Throne"
"4585","black power","Murder to Excellence",1,"Watch the Throne"
"4586","lord","Murder to Excellence",1,"Watch the Throne"
"4587","floor","Murder to Excellence",1,"Watch the Throne"
"4588","mall","Murder to Excellence",1,"Watch the Throne"
"4589","beast","Murder to Excellence",1,"Watch the Throne"
"4590","throne","Murder to Excellence",1,"Watch the Throne"
"4591","problem","Murder to Excellence",1,"Watch the Throne"
"4592","blue","Murder to Excellence",1,"Watch the Throne"
"4593","killing","Murder to Excellence",1,"Watch the Throne"
"4594","elite","Murder to Excellence",1,"Watch the Throne"
"4595","tomb","Murder to Excellence",1,"Watch the Throne"
"4596","mama cry","Murder to Excellence",1,"Watch the Throne"
"4597","mark","Murder to Excellence",1,"Watch the Throne"
"4598","celebration","Murder to Excellence",1,"Watch the Throne"
"4599","tool.","Murder to Excellence",1,"Watch the Throne"
"4600","jesus piece","Murder to Excellence",1,"Watch the Throne"
"4601","stress load","Murder to Excellence",1,"Watch the Throne"
"4602","son","Murder to Excellence",1,"Watch the Throne"
"4603","movie","Murder to Excellence",1,"Watch the Throne"
"4604","casket.","Murder to Excellence",1,"Watch the Throne"
"4605","stray","Murder to Excellence",1,"Watch the Throne"
"4606","girl","Murder to Excellence",1,"Watch the Throne"
"4607","president","Murder to Excellence",1,"Watch the Throne"
"4608","soldier","Murder to Excellence",1,"Watch the Throne"
"4609","power","Murder to Excellence",1,"Watch the Throne"
"4610","shop clas","Murder to Excellence",1,"Watch the Throne"
"4611","314","Murder to Excellence",1,"Watch the Throne"
"4612","pastor","Murder to Excellence",1,"Watch the Throne"
"4613","crib","Murder to Excellence",1,"Watch the Throne"
"4614","capital","Murder to Excellence",1,"Watch the Throne"
"4615","gucci","Murder to Excellence",1,"Watch the Throne"
"4616","war","Murder to Excellence",1,"Watch the Throne"
"4617","survival","Murder to Excellence",1,"Watch the Throne"
"4618","people","Murder to Excellence",1,"Watch the Throne"
"4619","black","Murder to Excellence",1,"Watch the Throne"
"4620","flow","Murder to Excellence",1,"Watch the Throne"
"4621","verse","Murder to Excellence",1,"Watch the Throne"
"4622","drie","Murder to Excellence",1,"Watch the Throne"
"4623","attitude","Murder to Excellence",1,"Watch the Throne"
"4624","shot","Murder to Excellence",1,"Watch the Throne"
"4625","memory","Murder to Excellence",1,"Watch the Throne"
"4626","barrel","Murder to Excellence",1,"Watch the Throne"
"4627","everything","Murder to Excellence",1,"Watch the Throne"
"4628","city","Murder to Excellence",1,"Watch the Throne"
"4629","event","Murder to Excellence",1,"Watch the Throne"
"4630","door","Murder to Excellence",1,"Watch the Throne"
"4631","kick","Murder to Excellence",1,"Watch the Throne"
"4632","room","Murder to Excellence",1,"Watch the Throne"
"4633","face","Murder to Excellence",1,"Watch the Throne"
"4634","509","Murder to Excellence",1,"Watch the Throne"
"4635","a million","Murder to Excellence",1,"Watch the Throne"
"4636","sheepskin coat","Murder to Excellence",1,"Watch the Throne"
"4637","team","Murder to Excellence",1,"Watch the Throne"
"4638","chicago","Murder to Excellence",1,"Watch the Throne"
"4639","enemy fire","Murder to Excellence",1,"Watch the Throne"
"4640","iraq","Murder to Excellence",1,"Watch the Throne"
"4641","more","Murder to Excellence",1,"Watch the Throne"
"4642","t nothin","Murder to Excellence",1,"Watch the Throne"
"4643","system","Murder to Excellence",1,"Watch the Throne"
"4644","black card","Murder to Excellence",1,"Watch the Throne"
"4645","avenue","Murder to Excellence",1,"Watch the Throne"
"4646","tuxe","Murder to Excellence",1,"Watch the Throne"
"4647","opulence","Murder to Excellence",1,"Watch the Throne"
"4648","shade n****","Murder to Excellence",1,"Watch the Throne"
"4649","land","Murder to Excellence",1,"Watch the Throne"
"4650","soul","Murder to Excellence",1,"Watch the Throne"
"4651","man","Murder to Excellence",1,"Watch the Throne"
"4652","pain","Murder to Excellence",1,"Watch the Throne"
"4653","crab","Murder to Excellence",1,"Watch the Throne"
"4654","danroy henry","Murder to Excellence",1,"Watch the Throne"
"4655","lamb","Murder to Excellence",1,"Watch the Throne"
"4656","care","Murder to Excellence",1,"Watch the Throne"
"4657","jesus","Murder to Excellence",1,"Watch the Throne"
"4658","murder capital","Murder to Excellence",1,"Watch the Throne"
"4659","cologne","Murder to Excellence",1,"Watch the Throne"
"4660","code","Murder to Excellence",1,"Watch the Throne"
"4661","hole","Murder to Excellence",1,"Watch the Throne"
"4662","life expectancy","Murder to Excellence",1,"Watch the Throne"
"4663","post-demise","Murder to Excellence",1,"Watch the Throne"
"4664","blood","Murder to Excellence",1,"Watch the Throne"
"4665","hampton","Murder to Excellence",1,"Watch the Throne"
"4666","brother","Murder to Excellence",1,"Watch the Throne"
"4667","decadence","Murder to Excellence",1,"Watch the Throne"
"4668","paris.","Murder to Excellence",1,"Watch the Throne"
"4669","boutique store","Murder to Excellence",1,"Watch the Throne"
"4670","fifty","Murder to Excellence",1,"Watch the Throne"
"4671","family","Murder to Excellence",1,"Watch the Throne"
"4672","black","Murder to Excellence",1,"Watch the Throne"
"4673","friendly","Murder to Excellence",1,"Watch the Throne"
"4674","parolee","Murder to Excellence",1,"Watch the Throne"
"4675","three","Murder to Excellence",1,"Watch the Throne"
"4676","t-o-p.","Murder to Excellence",1,"Watch the Throne"
"4677","one","Who Gon Stop Me",4,"Watch the Throne"
"4678","ball","Who Gon Stop Me",3,"Watch the Throne"
"4679","million","Who Gon Stop Me",3,"Watch the Throne"
"4680","n****","Who Gon Stop Me",3,"Watch the Throne"
"4681","something","Who Gon Stop Me",3,"Watch the Throne"
"4682","black card","Who Gon Stop Me",3,"Watch the Throne"
"4683","bag","Who Gon Stop Me",3,"Watch the Throne"
"4684","broad","Who Gon Stop Me",3,"Watch the Throne"
"4685","holocaust","Who Gon Stop Me",3,"Watch the Throne"
"4686","strap","Who Gon Stop Me",3,"Watch the Throne"
"4687","people","Who Gon Stop Me",3,"Watch the Throne"
"4688","lord","Who Gon Stop Me",3,"Watch the Throne"
"4689","money","Who Gon Stop Me",3,"Watch the Throne"
"4690","head","Who Gon Stop Me",3,"Watch the Throne"
"4691","car","Who Gon Stop Me",3,"Watch the Throne"
"4692","six","Who Gon Stop Me",2,"Watch the Throne"
"4693","life","Who Gon Stop Me",2,"Watch the Throne"
"4694","seven","Who Gon Stop Me",2,"Watch the Throne"
"4695","steve urkel","Who Gon Stop Me",2,"Watch the Throne"
"4696","eight","Who Gon Stop Me",2,"Watch the Throne"
"4697","two","Who Gon Stop Me",1,"Watch the Throne"
"4698","everybody","Who Gon Stop Me",1,"Watch the Throne"
"4699","table","Who Gon Stop Me",1,"Watch the Throne"
"4700","lefty","Who Gon Stop Me",1,"Watch the Throne"
"4701","mma stop","Who Gon Stop Me",1,"Watch the Throne"
"4702","charm","Who Gon Stop Me",1,"Watch the Throne"
"4703","advice","Who Gon Stop Me",1,"Watch the Throne"
"4704","face","Who Gon Stop Me",1,"Watch the Throne"
"4705","howard cosell","Who Gon Stop Me",1,"Watch the Throne"
"4706","beat","Who Gon Stop Me",1,"Watch the Throne"
"4707","joke","Who Gon Stop Me",1,"Watch the Throne"
"4708","fool","Who Gon Stop Me",1,"Watch the Throne"
"4709","haters.","Who Gon Stop Me",1,"Watch the Throne"
"4710","noah","Who Gon Stop Me",1,"Watch the Throne"
"4711","diploma","Who Gon Stop Me",1,"Watch the Throne"
"4712","black card","Who Gon Stop Me",1,"Watch the Throne"
"4713","sock","Who Gon Stop Me",1,"Watch the Throne"
"4714","hook start","Who Gon Stop Me",1,"Watch the Throne"
"4715","circle","Who Gon Stop Me",1,"Watch the Throne"
"4716","step","Who Gon Stop Me",1,"Watch the Throne"
"4717","corner","Who Gon Stop Me",1,"Watch the Throne"
"4718","wynn","Who Gon Stop Me",1,"Watch the Throne"
"4719","head","Who Gon Stop Me",1,"Watch the Throne"
"4720","basi","Who Gon Stop Me",1,"Watch the Throne"
"4721","proof","Who Gon Stop Me",1,"Watch the Throne"
"4722","hood","Who Gon Stop Me",1,"Watch the Throne"
"4723","lie","Who Gon Stop Me",1,"Watch the Throne"
"4724","marvin","Who Gon Stop Me",1,"Watch the Throne"
"4725","ceiling","Who Gon Stop Me",1,"Watch the Throne"
"4726","doorman","Who Gon Stop Me",1,"Watch the Throne"
"4727","brake","Who Gon Stop Me",1,"Watch the Throne"
"4728","commentator","Who Gon Stop Me",1,"Watch the Throne"
"4729","three","Who Gon Stop Me",1,"Watch the Throne"
"4730","coupe","Who Gon Stop Me",1,"Watch the Throne"
"4731","pig","Who Gon Stop Me",1,"Watch the Throne"
"4732","s***","Who Gon Stop Me",1,"Watch the Throne"
"4733","night shift","Who Gon Stop Me",1,"Watch the Throne"
"4734","shoutout","Who Gon Stop Me",1,"Watch the Throne"
"4735","hotel","Who Gon Stop Me",1,"Watch the Throne"
"4736","thing","Who Gon Stop Me",1,"Watch the Throne"
"4737","none","Who Gon Stop Me",1,"Watch the Throne"
"4738","state farm","Who Gon Stop Me",1,"Watch the Throne"
"4739","moma.","Who Gon Stop Me",1,"Watch the Throne"
"4740","dicksnay","Who Gon Stop Me",1,"Watch the Throne"
"4741","verse","Who Gon Stop Me",1,"Watch the Throne"
"4742","finger","Who Gon Stop Me",1,"Watch the Throne"
"4743","money purple","Who Gon Stop Me",1,"Watch the Throne"
"4744","watche","Who Gon Stop Me",1,"Watch the Throne"
"4745","all","Who Gon Stop Me",1,"Watch the Throne"
"4746","op-op","Who Gon Stop Me",1,"Watch the Throne"
"4747","n****","Who Gon Stop Me",1,"Watch the Throne"
"4748","pot","Who Gon Stop Me",1,"Watch the Throne"
"4749","shot","Who Gon Stop Me",1,"Watch the Throne"
"4750","bunny ear","Who Gon Stop Me",1,"Watch the Throne"
"4751","seat","Who Gon Stop Me",1,"Watch the Throne"
"4752","ma dope boy","Who Gon Stop Me",1,"Watch the Throne"
"4753","limit","Who Gon Stop Me",1,"Watch the Throne"
"4754","chemist cause","Who Gon Stop Me",1,"Watch the Throne"
"4755","neck","Who Gon Stop Me",1,"Watch the Throne"
"4756","rothko","Who Gon Stop Me",1,"Watch the Throne"
"4757","911","Who Gon Stop Me",1,"Watch the Throne"
"4758","odd","Who Gon Stop Me",1,"Watch the Throne"
"4759","ocean","Who Gon Stop Me",1,"Watch the Throne"
"4760","verse","Who Gon Stop Me",1,"Watch the Throne"
"4761","g-code","Who Gon Stop Me",1,"Watch the Throne"
"4762","paper","Who Gon Stop Me",1,"Watch the Throne"
"4763","yeezy","Who Gon Stop Me",1,"Watch the Throne"
"4764","hell","Who Gon Stop Me",1,"Watch the Throne"
"4765","relation","Who Gon Stop Me",1,"Watch the Throne"
"4766","backyard","Who Gon Stop Me",1,"Watch the Throne"
"4767","way","Who Gon Stop Me",1,"Watch the Throne"
"4768","hare","Who Gon Stop Me",1,"Watch the Throne"
"4769","nowhere","Who Gon Stop Me",1,"Watch the Throne"
"4770","rabbit","Who Gon Stop Me",1,"Watch the Throne"
"4771","book","Who Gon Stop Me",1,"Watch the Throne"
"4772","kid","Who Gon Stop Me",1,"Watch the Throne"
"4773","arm","Who Gon Stop Me",1,"Watch the Throne"
"4774","itch-bay","Who Gon Stop Me",1,"Watch the Throne"
"4775","heaven","Who Gon Stop Me",1,"Watch the Throne"
"4776","pablo picasso","Who Gon Stop Me",1,"Watch the Throne"
"4777","waitr","Who Gon Stop Me",1,"Watch the Throne"
"4778","fed","Who Gon Stop Me",1,"Watch the Throne"
"4779","curse","Who Gon Stop Me",1,"Watch the Throne"
"4780","jungle","Welcome to the Jungle",7,"Watch the Throne"
"4781","f***","Welcome to the Jungle",5,"Watch the Throne"
"4782","pain","Welcome to the Jungle",3,"Watch the Throne"
"4783","god","Welcome to the Jungle",2,"Watch the Throne"
"4784","daddy","Welcome to the Jungle",1,"Watch the Throne"
"4785","apple","Welcome to the Jungle",1,"Watch the Throne"
"4786","halve","Welcome to the Jungle",1,"Watch the Throne"
"4787","sky","Welcome to the Jungle",1,"Watch the Throne"
"4788","syrah","Welcome to the Jungle",1,"Watch the Throne"
"4789","clip","Welcome to the Jungle",1,"Watch the Throne"
"4790","uncle","Welcome to the Jungle",1,"Watch the Throne"
"4791","judge","Welcome to the Jungle",1,"Watch the Throne"
"4792","axl","Welcome to the Jungle",1,"Watch the Throne"
"4793","ball","Welcome to the Jungle",1,"Watch the Throne"
"4794","pan","Welcome to the Jungle",1,"Watch the Throne"
"4795","life","Welcome to the Jungle",1,"Watch the Throne"
"4796","shot","Welcome to the Jungle",1,"Watch the Throne"
"4797","work pot","Welcome to the Jungle",1,"Watch the Throne"
"4798","reality","Welcome to the Jungle",1,"Watch the Throne"
"4799","case","Welcome to the Jungle",1,"Watch the Throne"
"4800","ending","Welcome to the Jungle",1,"Watch the Throne"
"4801","somebody","Welcome to the Jungle",1,"Watch the Throne"
"4802","t care","Welcome to the Jungle",1,"Watch the Throne"
"4803","rag","Welcome to the Jungle",1,"Watch the Throne"
"4804","air","Welcome to the Jungle",1,"Watch the Throne"
"4805","momma","Welcome to the Jungle",1,"Watch the Throne"
"4806","soul","Welcome to the Jungle",1,"Watch the Throne"
"4807","jackson 5","Welcome to the Jungle",1,"Watch the Throne"
"4808","dream","Welcome to the Jungle",1,"Watch the Throne"
"4809","son","Welcome to the Jungle",1,"Watch the Throne"
"4810","low","Welcome to the Jungle",1,"Watch the Throne"
"4811","nephew","Welcome to the Jungle",1,"Watch the Throne"
"4812","door","Welcome to the Jungle",1,"Watch the Throne"
"4813","block","Welcome to the Jungle",1,"Watch the Throne"
"4814","tear","Welcome to the Jungle",1,"Watch the Throne"
"4815","whole","Welcome to the Jungle",1,"Watch the Throne"
"4816","pear","Welcome to the Jungle",1,"Watch the Throne"
"4817","mirror","Welcome to the Jungle",1,"Watch the Throne"
"4818","mall","Welcome to the Jungle",1,"Watch the Throne"
"4819","rest","Welcome to the Jungle",1,"Watch the Throne"
"4820","disguise","Welcome to the Jungle",1,"Watch the Throne"
"4821","pocket","Welcome to the Jungle",1,"Watch the Throne"
"4822","square","Welcome to the Jungle",1,"Watch the Throne"
"4823","weapon","Welcome to the Jungle",1,"Watch the Throne"
"4824","public","Welcome to the Jungle",1,"Watch the Throne"
"4825","faith","Welcome to the Jungle",1,"Watch the Throne"
"4826","smile","Welcome to the Jungle",1,"Watch the Throne"
"4827","love","Welcome to the Jungle",1,"Watch the Throne"
"4828","leader","Welcome to the Jungle",1,"Watch the Throne"
"4829","sun","Welcome to the Jungle",1,"Watch the Throne"
"4830","champagne","Welcome to the Jungle",1,"Watch the Throne"
"4831","opponent","Welcome to the Jungle",1,"Watch the Throne"
"4832","everything","Welcome to the Jungle",1,"Watch the Throne"
"4833","vega","Welcome to the Jungle",1,"Watch the Throne"
"4834","peace","Welcome to the Jungle",1,"Watch the Throne"
"4835","heart","Welcome to the Jungle",1,"Watch the Throne"
"4836","sleep","Welcome to the Jungle",1,"Watch the Throne"
"4837","life","That's My Bitch",6,"Watch the Throne"
"4838","hand","That's My Bitch",6,"Watch the Throne"
"4839","bitch","That's My Bitch",4,"Watch the Throne"
"4840","n****","That's My Bitch",2,"Watch the Throne"
"4841","girl","That's My Bitch",2,"Watch the Throne"
"4842","money","That's My Bitch",2,"Watch the Throne"
"4843","n****","That's My Bitch",2,"Watch the Throne"
"4844","middle","That's My Bitch",2,"Watch the Throne"
"4845","mona lisa","That's My Bitch",2,"Watch the Throne"
"4846","yacht","That's My Bitch",2,"Watch the Throne"
"4847","girl","That's My Bitch",2,"Watch the Throne"
"4848","larry gagosian","That's My Bitch",1,"Watch the Throne"
"4849","three","That's My Bitch",1,"Watch the Throne"
"4850","seat","That's My Bitch",1,"Watch the Throne"
"4851","perv","That's My Bitch",1,"Watch the Throne"
"4852","children","That's My Bitch",1,"Watch the Throne"
"4853","gangsta","That's My Bitch",1,"Watch the Throne"
"4854","stop motion","That's My Bitch",1,"Watch the Throne"
"4855","mixe","That's My Bitch",1,"Watch the Throne"
"4856","sip","That's My Bitch",1,"Watch the Throne"
"4857","figure","That's My Bitch",1,"Watch the Throne"
"4858","belittle","That's My Bitch",1,"Watch the Throne"
"4859","mary magdalene","That's My Bitch",1,"Watch the Throne"
"4860","willona","That's My Bitch",1,"Watch the Throne"
"4861","dab","That's My Bitch",1,"Watch the Throne"
"4862","jean","That's My Bitch",1,"Watch the Throne"
"4863","andr","That's My Bitch",1,"Watch the Throne"
"4864","actor","That's My Bitch",1,"Watch the Throne"
"4865","love story","That's My Bitch",1,"Watch the Throne"
"4866","fiddle","That's My Bitch",1,"Watch the Throne"
"4867","pen","That's My Bitch",1,"Watch the Throne"
"4868","something","That's My Bitch",1,"Watch the Throne"
"4869","icon","That's My Bitch",1,"Watch the Throne"
"4870","civilian","That's My Bitch",1,"Watch the Throne"
"4871","pop champagne","That's My Bitch",1,"Watch the Throne"
"4872","building","That's My Bitch",1,"Watch the Throne"
"4873","marilyn monroe","That's My Bitch",1,"Watch the Throne"
"4874","any","That's My Bitch",1,"Watch the Throne"
"4875","romance","That's My Bitch",1,"Watch the Throne"
"4876","nothing","That's My Bitch",1,"Watch the Throne"
"4877","love","That's My Bitch",1,"Watch the Throne"
"4878","clothe","That's My Bitch",1,"Watch the Throne"
"4879","potion","That's My Bitch",1,"Watch the Throne"
"4880","ball player","That's My Bitch",1,"Watch the Throne"
"4881","word","That's My Bitch",1,"Watch the Throne"
"4882","salma","That's My Bitch",1,"Watch the Throne"
"4883","disrespect","That's My Bitch",1,"Watch the Throne"
"4884","stack","That's My Bitch",1,"Watch the Throne"
"4885","dick","That's My Bitch",1,"Watch the Throne"
"4886","tittie","That's My Bitch",1,"Watch the Throne"
"4887","lick","That's My Bitch",1,"Watch the Throne"
"4888","idea","That's My Bitch",1,"Watch the Throne"
"4889","moma","That's My Bitch",1,"Watch the Throne"
"4890","riddle","That's My Bitch",1,"Watch the Throne"
"4891","picasso","That's My Bitch",1,"Watch the Throne"
"4892","picture","That's My Bitch",1,"Watch the Throne"
"4893","broad","That's My Bitch",1,"Watch the Throne"
